id;name;lon;lat;kwds
N29318897;U Kurfürstenstraße;13.3619354;52.4999215;transport,subway
N29324017;U Mendelssohn-Bartholdy-Park;13.3749525;52.5039000;transport,subway
N29334078;Abschnitt 26;13.3054470;52.4856723;amenity,police
N29334080;Schmargendorf;13.2929962;52.4789022;poi,suburb
N29336704;Charlottenburg;13.3096834;52.5157470;poi,suburb
N29336705;Westend;13.2558416;52.5133992;poi,suburb
N29336992;Halensee;13.2929986;52.4972262;poi,suburb
N29337165;Grunewald;13.2637538;52.4873475;poi,suburb
N29421304;Malchow/Dorfstraße;13.4827218;52.5795436;transport,busstop
N29421338;Wartenberg;13.5191298;52.5743651;poi,suburb
N29423020;S Pankow-Heinersdorf;13.4299064;52.5783453;transport,station
N29494288;U Heinrich-Heine-Straße;13.4159741;52.5104710;transport,subway
N29494289;U Moritzplatz;13.4106040;52.5036644;transport,subway
N29494292;U Schönleinstraße;13.4220998;52.4931022;transport,subway
N29494301;U Jannowitzbrücke;13.4181732;52.5153554;transport,subway
N29494305;U Boddinstraße;13.4253259;52.4801908;transport,subway
N29494306;U Leinestraße;13.4284168;52.4729946;transport,subway
N29494563;U Eberswalder Straße;13.4122415;52.5415356;transport,subway
N29495029;U Klosterstraße;13.4125273;52.5172066;transport,subway
N29495034;U Märkisches Museum;13.4102013;52.5123062;transport,subway
N29495041;U Hausvogteiplatz;13.3955568;52.5133073;transport,subway
N29495047;U Mohrenstraße;13.3858515;52.5118130;transport,subway
N29495049;U Potsdamer Platz;13.3783037;52.5091340;transport,subway
N29495891;U Bülowstraße;13.3631731;52.4975794;transport,subway
N29497638;S+U Innsbrucker Platz;13.3436736;52.4789870;transport,subway
N29581227;Lockenhuhnweg;13.4924693;52.4084888;transport,busstop
N29621202;Mahlsdorf;13.6118588;52.5060776;poi,hamlet
N29657606;Tempelhofer Damm/U Ullsteinstraße;13.3845666;52.4558368;transport,busstop
N29658451;Mariendorfer Weg;13.4230981;52.4630719;transport,busstop
N29683689;Zentralpunkt Rauenberg;13.3663100;52.4518300;tourist,memorial
N29690313;U Kurt-Schumacher-Platz;13.3271376;52.5631787;transport,subway
N29695282;Abschnitt 33;13.3536389;52.5336632;amenity,police
N29711661;Vivantes Humboldt-Klinikum;13.3089004;52.5896924;health,hospital
N29768691;Blankenburg;13.4541825;52.5932110;poi,suburb
N29769442;Asbestweg;13.4151414;52.4214256;transport,busstop
N29769444;Tropfsteinweg;13.4145326;52.4237583;transport,busstop
N29786332;U Podbielskiallee;13.2960006;52.4641373;transport,subway
N29786335;U Breitenbachplatz;13.3088779;52.4669659;transport,subway
N29787634;U Schlesisches Tor;13.4414409;52.5008434;transport,subway
N29787639;U Görlitzer Bahnhof;13.4276166;52.4992535;transport,subway
N29803428;S Rummelsburg;13.4783994;52.5012717;transport,station
N29805120;Berlin Friedrichstraße;13.3870305;52.5200215;transport,station
N29805967;Berlin-Lichtenberg;13.4961404;52.5097832;transport,station
N29808933;Waldowallee;13.5314201;52.4839472;transport,busstop
N29809225;S Karlshorst;13.5265810;52.4808666;transport,station
N29831325;Schlossparktheater;13.3190702;52.4543216;transport,busstop
N29833425;U Konstanzer Straße;13.3092859;52.4941849;transport,subway
N29833469;U Bayerischer Platz;13.3405436;52.4885755;transport,subway
N29833491;U Adenauerplatz;13.3073990;52.5002423;transport,subway
N29846059;Karolinenhöhe;13.1681286;52.5087409;transport,busstop
N29858077;Rebhuhnweg;13.5580236;52.5448333;transport,busstop
N29858105;Rebhuhnweg;13.5577215;52.5451018;transport,busstop
N29858596;S Marzahn;13.5413545;52.5436548;transport,station
N29865953;Conradstraße;13.1615780;52.4201728;transport,busstop
N29880185;U Biesdorf-Süd;13.5463969;52.4996743;transport,subway
N29881347;S+U Wuhletal;13.5740744;52.5127753;transport,station
N29881358;S+U Wuhletal;13.5752134;52.5126122;transport,station
N29884257;Dirschelweg;13.4006445;52.4448679;transport,busstop
N29884993;Buckower Ring;13.5655065;52.5255432;transport,busstop
N29885006;Blumberger Damm/Elisabethstraße;13.5659183;52.5333616;transport,busstop
N29885013;Biesdorf-Nord;13.5598638;52.5197568;poi,hamlet
N29885025;Rudolf-Leonhard-Straße;13.5725168;52.5494669;transport,busstop
N29885038;Rebhuhnweg;13.5580183;52.5448949;transport,busstop
N29885043;Hinter der Mühle;13.5619091;52.5447064;transport,busstop
N29885055;Rebhuhnweg;13.5577336;52.5450337;transport,busstop
N29885059;Hinter der Mühle;13.5618724;52.5448821;transport,busstop
N29885343;Jan-Petersen-Straße;13.5615496;52.5473777;transport,busstop
N29885348;Paul-Dessau-Straße;13.5547158;52.5488372;transport,busstop
N29885360;Jan-Petersen-Straße;13.5610402;52.5472784;transport,busstop
N29885367;S Raoul-Wallenberg-Straße;13.5493027;52.5504132;transport,busstop
N29916131;Schwarzburger Straße;13.5742267;52.5604640;transport,busstop
N29918297;S Mahlsdorf;13.6104126;52.5120903;transport,station
N29918552;Nossener Straße;13.6075763;52.5337399;transport,busstop
N29921532;S Oberspree;13.5384858;52.4525491;transport,station
N29921550;S Schöneweide;13.5099724;52.4545564;transport,station
N29925371;S Köllnische Heide;13.4677242;52.4696575;transport,station
N29927324;dm;13.3294408;52.5275057;shop,convenience
N29960085;Adrema;13.3292505;52.5232817;accommodation,hotel
N29997721;Rasthof AVUS;13.2766696;52.5014954;accommodation,motel
N29997723;Aral Tankstelle;13.2809474;52.5083702;transport,fuel
N29997724;La Pergola;13.2846256;52.5063184;food,restaurant
N30012753;Umspannwerk;13.4291868;52.4940425;tourist,art
N30012754;Eiscafe Eisberg;13.3960965;52.5388551;food,cafe
N30015304;Deutsche Bank;13.3216306;52.4575403;money,bank
N30019733;S Rathaus Steglitz;13.3224998;52.4555293;transport,station
N30019971;S Feuerbachstraße;13.3326737;52.4637484;transport,station
N30020303;Tibet Haus;13.3939814;52.4907103;food,restaurant
N30022140;Curry 36;13.3877282;52.4935584;food,fastfood
N30057218;Bistro Öz Tadim;13.3338667;52.5243061;food,fastfood
N30061331;Moabiter Hifi-Shop;13.3379438;52.5251554;shop,hifi
N30061337;Internet Tele-Café;13.3391497;52.5254386;shop,convenience
N30134871;Ludwigsfelder Straße/Sachtlebenstraße;13.2501119;52.4188459;transport,busstop
N30134980;Lichterfelder Weg;13.2944944;52.4198370;transport,busstop
N30206148;Berlin Gesundbrunnen;13.3894409;52.5485016;transport,station
N30206151;Berlin Gesundbrunnen;13.3894656;52.5482964;transport,station
N30206819;Berlin Gesundbrunnen;13.3894488;52.5488704;transport,station
N30244857;Waidmannslust;13.3212837;52.6063129;transport,station
N30244899;S Hermsdorf;13.3077471;52.6173738;transport,station
N30245009;S Wittenau;13.3343741;52.5970726;transport,station
N30245020;S Frohnau;13.2904226;52.6323629;transport,station
N30302050;Seestraße/Amrumer Straße;13.3448955;52.5467137;transport,tramstop
N30303888;Schönhauser Allee/Bornholmer Straße;13.4138898;52.5537705;transport,tramstop
N30303894;Björnsonstraße;13.4026406;52.5552992;transport,tramstop
N30303950;Schönhauser Allee/Bornholmer Straße;13.4144934;52.5542024;transport,tramstop
N30303956;Stahlheimer Straße/Wisbyer Straße;13.4238019;52.5527208;transport,tramstop
N30304940;Prenzlauer Allee/Ostseestraße;13.4295126;52.5514112;transport,tramstop
N30304944;Prenzlauer Allee/Ostseestraße;13.4300239;52.5507797;transport,busstop
N30304965;Prenzlauer Promenade/Am Steinberg;13.4299757;52.5566797;transport,tramstop
N30305102;S Prenzlauer Allee;13.4276150;52.5452352;transport,tramstop
N30305106;Prenzlauer Allee/Danziger Straße;13.4244789;52.5396522;transport,tramstop
N30305107;Prenzlauer Allee/Danziger Straße;13.4239927;52.5387510;transport,tramstop
N30305113;Prenzlauer Allee/Danziger Straße;13.4247253;52.5390589;transport,tramstop
N30305114;Winsstraße;13.4280120;52.5379014;transport,tramstop
N30305118;Winsstraße;13.4294264;52.5374435;transport,tramstop
N30305213;Masurenstraße;13.4127866;52.5632037;transport,tramstop
N27134238;Badestelle;13.0840999;52.4047686;sport,swimming
N27134815;Wannseebrücke;13.1742621;52.4203295;transport,busstop
N27176639;Otisstraße;13.3005224;52.5697129;transport,busstop
N27176711;S Tegel;13.2898709;52.5881388;transport,station
N27186919;S Schöneberg;13.3512735;52.4789576;transport,station
N27186974;S Schöneberg;13.3529104;52.4797246;transport,busstop
N27195071;Storkower Straße/Paul-Junius-Straße;13.4724864;52.5229872;transport,busstop
N27199766;S Karl-Bonhoeffer-Nervenklinik;13.3291599;52.5780444;transport,station
N27199769;S Alt-Reinickendorf;13.3507727;52.5778081;transport,station
N27215654;S Grunewald;13.2610104;52.4882479;transport,station
N27239370;Hahneberg;13.1449355;52.5238455;transport,busstop
N27245242;Seeburger Chaussee;13.1114149;52.5185608;transport,busstop
N27245246;Seeburger Chaussee;13.1109286;52.5190743;transport,busstop
N27252307;S Mexikoplatz;13.2332646;52.4368079;transport,station
N27252562;S Zehlendorf;13.2577553;52.4309245;transport,station
N27252628;Schönower Park;13.2609246;52.4260501;transport,busstop
N27259583;Esso;13.3413153;52.5197229;transport,fuel
N27318009;Loretta;13.1763510;52.4200950;food,biergarten
N27318370;S Griebnitzsee;13.1272716;52.3944579;transport,station
N27325589;S Bundesplatz;13.3294560;52.4775952;transport,station
N27325925;S Innsbrucker Platz;13.3425248;52.4780471;transport,station
N27374983;S Schlachtensee;13.2148203;52.4400364;transport,station
N27378775;Freiwillige Feuerwehr Bohnsdorf;13.5743044;52.4016830;amenity,firestation
N27378816;Lindenstraße/Waltersdorfer Straße;13.5723739;52.3925166;transport,busstop
N27380127;Bohnsdorf;13.5706649;52.4022426;poi,suburb
N27409122;SUN;13.3029397;52.5188609;transport,fuel
N27411231;S Alexanderplatz;13.4113816;52.5214176;transport,station
N27411240;S Hackescher Markt;13.4023469;52.5226166;transport,station
N27412232;S Friedrichstraße;13.3871988;52.5203431;transport,station
N27412648;S Hauptbahnhof;13.3700300;52.5251819;transport,station
N27424921;Berlin Potsdamer Platz;13.3756363;52.5093176;transport,station
N27429866;S Priesterweg;13.3560389;52.4599420;transport,station
N27431777;Luftbrückendenkmal;13.3874049;52.4841350;tourist,memorial
N27432374;S Botanischer Garten;13.3069148;52.4479520;transport,station
N27433551;S Südende;13.3536687;52.4482973;transport,station
N27446265;Regattastraße/Sportpromenade;13.5983058;52.4104296;transport,tramstop
N27452977;Alsterweg;13.2768744;52.4131189;transport,busstop
N27466530;S Heiligensee;13.2292560;52.6247157;transport,station
N27491810;S Lichterfelde Süd;13.3084508;52.4099655;transport,station
N27527830;S Westkreuz;13.2841298;52.5003915;transport,station
N27537403;Obentrautstraße/U Mehringdamm;13.3896130;52.4953617;transport,busstop
N27540514;S Tempelhof;13.3835184;52.4712316;transport,station
N27542070;Späthstraße/Ligusterweg;13.4690691;52.4519620;transport,busstop
N27554979;S Hermannstraße;13.4314548;52.4676074;transport,station
N27556933;Berlin Zoologischer Garten;13.3325608;52.5074342;transport,station
N27586255;U Ruhleben;13.2414191;52.5256744;transport,subway
N27586338;Krematorium Ruhleben;13.2319196;52.5277933;transport,busstop
N27586412;Güterbahnhof Ruhleben;13.2203799;52.5283590;transport,busstop
N27586437;Teltower Straße;13.2151464;52.5269200;transport,busstop
N27586473;Esso Tankstelle;13.2104120;52.5273037;transport,fuel
N27587012;U-Bahnhof Olympia-Stadion;13.2491365;52.5164870;transport,busstop
N27587041;U Olympia-Stadion;13.2505177;52.5169071;transport,subway
N27587988;Werkring;13.2386931;52.5287680;transport,busstop
N27785719;U Nollendorfplatz;13.3542350;52.4997643;transport,subway
N28092581;S Yorckstraße (Großgörschenstraße);13.3683387;52.4927721;transport,station
N28094136;Schöneberg;13.3551901;52.4821570;poi,suburb
N28206081;Flughafen Tegel;13.2930471;52.5541195;transport,busstop
N28236820;U Blissestraße;13.3205845;52.4860710;transport,busstop
N28300448;U Osloer Straße;13.3729953;52.5572495;transport,busstop
N28469425;Berlin-Spandau;13.1956022;52.5348439;transport,station
N28472308;Melanchthonplatz;13.1893617;52.5211506;transport,busstop
N28795490;Niederschöneweide;13.5178766;52.4548197;poi,suburb
N28795831;Oberschöneweide;13.5234762;52.4624563;poi,suburb
N28830281;S Karow;13.4694647;52.6152148;transport,station
N28891708;Wilmersdorf;13.3203298;52.4871152;poi,suburb
N28968292;Berliner Volksbank eG;13.3197230;52.4866675;money,bank
N28968294;Deutsche Post;13.3225060;52.4890740;amenity,postoffice
N28968295;Postbank AG;13.3224941;52.4890244;money,bank
N29018503;Teltow;13.2644532;52.4016457;poi,town
N29040731;Sultan Ahmed Camii;13.3587758;52.5347753;pow,islamic
N29040741;Filmrauschpalast in der Kulturfabrik;13.3596231;52.5343784;tourist,cinema
N29045592;U Birkenstraße;13.3412350;52.5320987;transport,subway
N29045594;S+U Westhafen;13.3423432;52.5364786;transport,subway
N29045595;U Amrumer Straße;13.3501546;52.5423332;transport,subway
N29045597;U Amrumer Straße;13.3494883;52.5421459;transport,subway
N29046165;U Nauener Platz;13.3672268;52.5513890;transport,subway
N29046167;U Osloer Straße;13.3733220;52.5571340;transport,subway
N29046444;U Turmstraße;13.3414269;52.5264025;transport,subway
N29046446;U Hansaplatz;13.3420120;52.5177461;transport,subway
N29046450;U Zoologischer Garten;13.3330236;52.5058669;transport,subway
N29046970;U Kurfürstendamm;13.3314365;52.5038223;transport,subway
N29046976;U Güntzelstraße;13.3310064;52.4920843;transport,subway
N29046979;U Berliner Straße;13.3310103;52.4873298;transport,subway
N29046990;U Bundesplatz;13.3284196;52.4774637;transport,subway
N29046999;U Friedrich-Wilhelm-Platz;13.3287301;52.4721217;transport,subway
N29047042;U Friedrich-Wilhelm-Platz;13.3286106;52.4717109;transport,subway
N29047043;U Walther-Schreiber-Platz;13.3282601;52.4653254;transport,subway
N29047045;U Schloßstraße;13.3250946;52.4614810;transport,subway
N29047047;U Rathaus Steglitz;13.3209192;52.4568021;transport,subway
N29057786;U Afrikanische Straße;13.3348890;52.5600134;transport,subway
N29058100;U Oranienburger Tor;13.3872745;52.5256031;transport,subway
N29058259;U Französische Straße;13.3891706;52.5148248;transport,subway
N29058263;U Mehringdamm;13.3886320;52.4943660;transport,subway
N29058343;S+U Tempelhof;13.3856773;52.4699261;transport,subway
N29058344;U Alt-Tempelhof;13.3857370;52.4657118;transport,subway
N29070457;S Beusselstraße;13.3293873;52.5344077;transport,station
N29071031;Bruno-Lösche-Bibliothek;13.3475136;52.5312448;amenity,library
N29123754;U Theodor-Heuss-Platz;13.2722217;52.5099869;transport,subway
N29123761;U Neu-Westend;13.2592357;52.5162154;transport,subway
N29123762;U Sophie-Charlotte-Platz;13.2958152;52.5108916;transport,subway
N29123763;U Deutsche Oper;13.3105328;52.5118370;transport,subway
N29123764;U Ernst-Reuter-Platz;13.3221613;52.5118853;transport,subway
N29186788;Hicret Camii;13.3515338;52.5332210;pow,islamic
N29190890;U Franz-Neumann-Platz;13.3638451;52.5645265;transport,subway
N29190895;U Paracelsus-Bad;13.3493359;52.5741590;transport,subway
N29190897;U Lindauer Allee;13.3384251;52.5754161;transport,subway
N29190907;S+U Gesundbrunnen;13.3884238;52.5488187;transport,subway
N29190908;U Voltastraße;13.3931106;52.5421132;transport,subway
N29190909;U Bernauer Straße;13.3967379;52.5374437;transport,subway
N29209293;Blücherstraße;13.3955847;52.4960426;transport,busstop
N29273261;S Messe Nord/ICC;13.2853808;52.5070375;transport,busstop
N172548;Londoner Straße;13.3422935;52.5635192;transport,busstop
N530191;Kaserne Nordtor;13.3170901;52.5599025;transport,busstop
N530219;U-Bahnhof Lindauer Allee;13.3392778;52.5754256;transport,busstop
N530279;Lindauer Allee/Residenzstraße;13.3595757;52.5730067;transport,busstop
N12615199;Galenusstraße;13.4287678;52.5818183;transport,busstop
N16541597;Aral;13.3454394;52.5464403;transport,fuel
N21302157;S Tiergarten;13.3364504;52.5143746;transport,station
N21385742;S Frankfurter Allee;13.4742384;52.5156610;transport,station
N21484050;Karlshorst;13.5233553;52.4837034;poi,suburb
N21484076;Schmöckwitz;13.6488551;52.3756651;poi,suburb
N21484102;Adlershof;13.5475496;52.4378932;poi,suburb
N21487255;Trabener Steg;13.2818558;52.4977737;transport,busstop
N21509167;Berliner Straße;13.7420738;52.4280634;transport,busstop
N21538161;Zehntwerderweg;13.3174434;52.6116707;transport,busstop
N21538167;Waidmannsluster Damm/Oraniendamm;13.3242424;52.6075234;transport,busstop
N21538173;Seeweg;13.5336913;52.3947501;transport,busstop
N26124364;S Jungfernheide;13.2992640;52.5304677;transport,station
N26124376;S Westend;13.2844201;52.5180135;transport,station
N26124401;Berlin Gesundbrunnen;13.3894369;52.5486588;transport,station
N26130448;S Nikolassee;13.1930501;52.4320176;transport,station
N26603219;S Berlin-Wannsee;13.1798077;52.4214071;transport,station
N26627348;S Feuerbachstraße;13.3318837;52.4638220;transport,busstop
N26662472;Eisenzahnstraße;13.3041907;52.4936372;transport,busstop
N26703050;Großer Stern;13.3513134;52.5155249;transport,busstop
N26729575;Vionvillestraße;13.3298163;52.4455653;transport,busstop
N26735749;Aida;13.3228318;52.5069115;food,restaurant
N26735759;Madame Ngo;13.3180919;52.5062068;food,restaurant
N26735763;Lemongrass;13.3207848;52.5073388;food,restaurant
N26739106;Roseneck;13.2819700;52.4765537;transport,busstop
N26739124;Roseneck/Teplitzer Straße;13.2807311;52.4771839;transport,busstop
N26745944;Trabener Steg;13.2831476;52.4975621;transport,busstop
N26756830;Aral;13.3281941;52.5308248;transport,fuel
N26763074;Breitscheidplatz;13.3364722;52.5052308;transport,busstop
N26784428;Schlossbrücke;13.2997182;52.5230995;transport,busstop
N26784992;Zillestraße;13.2970100;52.5128874;transport,busstop
N26787974;Breitscheidplatz;13.3368513;52.5051048;transport,busstop
N26790049;Goerdelerdamm;13.2981107;52.5349384;transport,busstop
N26838137;Hasensprung;13.2714788;52.4866640;transport,busstop
N26840974;Paulsenstraße;13.3140520;52.4653557;transport,busstop
N26849064;U Friedrich-Wilhelm-Platz;13.3282799;52.4708485;transport,busstop
N26865440;Spinnerbrücke;13.1907340;52.4333644;food,biergarten
N26867411;Bavaria petrol;13.2943790;52.5018511;transport,fuel
N26868080;Masurenallee/Zentraler Omnibusbahnhof;13.2789868;52.5067462;transport,busstop
N26882421;Aral;13.3206691;52.4842654;transport,fuel
N26905943;S Zehlendorf;13.2589892;52.4322811;transport,busstop
N26906113;Zehlendorf Eiche;13.2613783;52.4348397;transport,busstop
N26906145;S Sundgauer Straße;13.2739864;52.4364446;transport,station
N26906574;S Rathaus Steglitz;13.3217837;52.4550478;transport,station
N26906615;Carmerplatz;13.3195499;52.4524510;transport,busstop
N26906844;S+U Rathaus Steglitz;13.3222498;52.4564804;transport,busstop
N26907961;Friedenauer Brücke;13.3371071;52.4674008;transport,busstop
N26907963;Friedenauer Brücke;13.3367371;52.4673717;transport,busstop
N26908540;S Friedenau;13.3409812;52.4703937;transport,station
N26925638;U Oskar-Helene-Heim;13.2690559;52.4503065;transport,subway
N26925644;U Freie Universität (Thielplatz);13.2818510;52.4510332;transport,subway
N26938228;Marchstraße;13.3206155;52.5134627;transport,busstop
N26943869;S Pichelsberg;13.2276304;52.5101503;transport,station
N26965927;Siriusstraße;13.5218900;52.4021310;transport,busstop
N26972366;Konrad Zuse;13.3472206;52.5227738;tourist,memorial
N26984675;An der Mühle;13.2811083;52.5933337;transport,busstop
N26992409;Poststadion;13.3626412;52.5298289;transport,busstop
N27007776;U Jakob-Kaiser-Platz;13.2939716;52.5368182;transport,busstop
N27008283;Stieffring;13.3131570;52.5441714;transport,busstop
N27011265;Großer Stern;13.3514252;52.5154139;transport,busstop
N27088369;AGIP Service Station;13.1916491;52.4345195;transport,fuel
N30325044;S Attilastraße;13.3609751;52.4474207;transport,station
N30352438;S Lankwitz;13.3421759;52.4388305;transport,station
N30353065;S Yorckstraße;13.3720151;52.4914726;transport,station
N30353079;S Potsdamer Platz;13.3763912;52.5092642;transport,station
N30353449;S Oranienburger Straße;13.3928834;52.5251817;transport,station
N30355461;Seglerweg;13.1617340;52.4241299;transport,busstop
N30355483;Zum Heckeshorn;13.1611146;52.4304198;transport,busstop
N30429048;Deutsche Post;13.3035771;52.5258496;amenity,postoffice
N30433678;Packereigraben;13.3611449;52.5998761;transport,busstop
N30499115;S Adlershof;13.5417397;52.4344971;transport,station
N30499135;S Betriebsbahnhof Schöneweide;13.5244274;52.4463820;transport,station
N30554096;Galenusstraße;13.4286031;52.5818062;transport,tramstop
N30554100;S Pankow-Heinersdorf;13.4276065;52.5773178;transport,tramstop
N30554105;Mendelstraße;13.4192595;52.5750424;transport,tramstop
N30554110;Pankow Kirche;13.4106462;52.5711693;transport,tramstop
N30558129;Rosenthaler Straße;13.4328760;52.5963300;transport,tramstop
N30558144;Blankenburger Weg;13.4358026;52.5921343;transport,busstop
N30561497;Pastor-Niemöller-Platz;13.3971487;52.5800861;transport,tramstop
N30561525;Am Iderfenngraben;13.3921183;52.5826221;transport,tramstop
N30622121;Glienicker Brücke;13.0845469;52.4112358;transport,tramstop
N30624388;Darßer Straße/Roelckestraße;13.4641268;52.5666008;transport,busstop
N30624434;Rathaus Weißensee;13.4665158;52.5600396;transport,busstop
N30624481;Pasedagplatz;13.4602303;52.5599523;transport,tramstop
N30624724;Stadion Buschallee/Hansastraße;13.4859771;52.5566622;transport,busstop
N30625116;Sulzfelder Straße;13.4760326;52.5533362;transport,tramstop
N30625117;Piesporter Straße;13.4762139;52.5603643;transport,busstop
N30625140;Neumagener Straße;13.4723603;52.5598225;transport,busstop
N30625200;Neumagener Straße;13.4733510;52.5599273;transport,busstop
N30625241;Buschallee/Hansastraße;13.4803740;52.5531858;transport,tramstop
N30683629;Berliner Allee/Indira-Gandhi-Straße;13.4659029;52.5513370;transport,busstop
N30684945;Buschallee/Hansastraße;13.4805827;52.5537608;transport,tramstop
N30684954;Feldtmannstraße;13.4957417;52.5599400;transport,tramstop
N30684955;Hansastraße/Malchower Weg;13.4999139;52.5613788;transport,tramstop
N30684982;Altenhofer Straße;13.4796271;52.5351107;transport,tramstop
N30684987;Landsberger Allee/Weißenseer Weg;13.4767050;52.5322580;transport,tramstop
N30688290;S Hohenschönhausen;13.5124988;52.5662755;transport,station
N30688292;S Wartenberg;13.5038322;52.5729820;transport,station
N30689860;Prerower Platz;13.5063408;52.5636582;transport,tramstop
N30689934;Prerower Platz;13.5046117;52.5638559;transport,tramstop
N30689973;Zingster Straße/Ribnitzer Straße;13.4973963;52.5701623;transport,tramstop
N30690013;Falkenberger Chaussee/Prendener Straße;13.5195036;52.5685922;transport,busstop
N30690321;Falkenberger Chaussee/Prendener Straße;13.5203116;52.5685773;transport,tramstop
N30690550;Ahrenshooper Straße;13.5020039;52.5661358;transport,tramstop
N30691227;Falkenberg;13.5265973;52.5698521;transport,tramstop
N30692597;Gehrenseestraße;13.5091917;52.5508086;transport,tramstop
N30693019;Oderbruchstraße;13.4614989;52.5304930;transport,tramstop
N30694255;Zechliner Straße;13.4869072;52.5339085;transport,tramstop
N30694268;Genslerstraße;13.4948777;52.5343884;transport,tramstop
N30694279;Arendsweg;13.5066484;52.5349408;transport,tramstop
N30694284;Landsberger Allee/Rhinstraße;13.5181868;52.5357322;transport,tramstop
N30694289;Dingelstädter Straße;13.5244371;52.5366428;transport,tramstop
N30694295;Gewerbepark Georg Knorr;13.5341226;52.5390995;transport,tramstop
N30694319;Freizeitforum Marzahn;13.5573658;52.5465009;transport,tramstop
N30694331;Max-Herrmann-Straße;13.5654780;52.5537187;transport,tramstop
N30694334;Jan-Petersen-Straße;13.5619425;52.5472111;transport,tramstop
N30694352;Wuhletalstraße;13.5682656;52.5577949;transport,tramstop
N30694375;Niemegker Straße;13.5718597;52.5650162;transport,tramstop
N30694376;Barnimplatz;13.5747394;52.5682711;transport,tramstop
N30694391;Ahrensfelde/Stadtgrenze;13.5741703;52.5726002;transport,tramstop
N30694394;Landsberger Allee/Blumberger Damm;13.5727637;52.5464074;transport,tramstop
N30694396;Brodowiner Ring;13.5787187;52.5479864;transport,tramstop
N30694741;Landsberger Chaussee/Zossener Straße;13.5871424;52.5490921;transport,tramstop
N30694746;Michendorfer Straße;13.5874389;52.5454675;transport,tramstop
N30694748;Zossener Straße/Kastanienallee;13.5989829;52.5438862;transport,tramstop
N30694767;Riesaer Straße/Louis-Lewin-Straße;13.6211514;52.5307487;transport,tramstop
N30694780;Riesaer Straße;13.6234802;52.5293720;transport,tramstop
N30694949;Beilsteiner Straße;13.5304721;52.5254790;transport,tramstop
N30694953;Allee der Kosmonauten/Rhinstraße;13.5211177;52.5258353;transport,tramstop
N30694959;Allee der Kosmonauten/Rhinstraße;13.5196399;52.5254432;transport,tramstop
N30694960;Meeraner Straße;13.5192685;52.5294311;transport,tramstop
N30694967;Landsberger Allee/Rhinstraße;13.5167808;52.5362433;transport,tramstop
N30694968;Rhinstraße/Plauener Straße;13.5146099;52.5390040;transport,tramstop
N30695361;Evangelisches Krankenhaus Königin Elisabeth Herzberge;13.5084195;52.5254615;transport,tramstop
N30695385;Roederplatz;13.4784194;52.5266198;transport,tramstop
N30695390;Landsberger Allee/Karl-Lade-Straße;13.4626650;52.5291966;transport,tramstop
N30695393;Möllendorffstraße/Storkower Straße;13.4795469;52.5233310;transport,tramstop
N30731481;Spandauer Straße/Marienkirche;13.4042441;52.5204243;transport,tramstop
N30731497;U Alexanderplatz;13.4147332;52.5221645;transport,tramstop
N30731498;Mollstraße/Otto-Braun-Straße;13.4204682;52.5249909;transport,tramstop
N30731507;Mollstraße/Otto-Braun-Straße;13.4202755;52.5255473;transport,tramstop
N30731508;S+U Alexanderplatz/Gontardstraße;13.4115103;52.5208822;transport,tramstop
N30731700;U Oranienburger Tor;13.3873633;52.5258817;transport,tramstop
N30732016;U Rosa-Luxemburg-Platz;13.4108348;52.5285170;transport,tramstop
N30732068;Memhardstraße;13.4116514;52.5236711;transport,tramstop
N30732071;Mollstraße/Prenzlauer Allee;13.4165112;52.5278448;transport,tramstop
N30733475;Prenzlauer Allee/Metzer Straße;13.4195316;52.5312158;transport,tramstop
N30733478;Knaackstraße;13.4208487;52.5334285;transport,tramstop
N30733479;Marienburger Straße;13.4225029;52.5362333;transport,tramstop
N30733487;Thomas-Mann-Straße;13.4416612;52.5435973;transport,tramstop
N30733493;Antonplatz;13.4517416;52.5484803;transport,tramstop
N30733501;Friesickestraße;13.4412466;52.5515316;transport,tramstop
N30733522;Tino-Schwierzina-Straße;13.4348544;52.5622499;transport,tramstop
N30733524;Am Wasserturm;13.4360827;52.5653510;transport,busstop
N30734427;Paul-Heyse-Straße;13.4447186;52.5291682;transport,tramstop
N30734435;Bersarinplatz;13.4522943;52.5196343;transport,tramstop
N30734503;Grünberger Straße/Warschauer Straße;13.4526090;52.5122359;transport,tramstop
N30736267;Kosanke-Siedlung;13.4847623;52.4971668;transport,tramstop
N30736270;Gustav-Holzmann-Straße;13.4906093;52.4931464;transport,tramstop
N30736271;Heizkraftwerk;13.4958685;52.4881374;transport,tramstop
N30736422;Treskowallee/Ehrlichstraße;13.5246938;52.4789138;transport,tramstop
N30736423;S Karlshorst/Wandlitzstraße;13.5250814;52.4800533;transport,tramstop
N30736427;S Karlshorst;13.5255656;52.4823628;transport,tramstop
N30736431;Treskowallee/Hochschule für Technik und Wirtschaft;13.5266059;52.4927681;transport,tramstop
N30736442;S Friedrichsfelde Ost;13.5190209;52.5132315;transport,tramstop
N30739613;S Marienfelde;13.3746844;52.4242122;transport,station
N30740233;S Buckower Chaussee;13.3828886;52.4103447;transport,station
N30770321;Kiefheider Weg;13.2390957;52.6194252;transport,busstop
N30820629;Senftenberger Ring Ost;13.3622665;52.6042564;transport,busstop
N30822887;Schildow;13.3770570;52.6355634;poi,village
